,tweet.id,tweet.created_at,tweet.text,tweet.user.location,tweet.user.verified,tweet.favorite_count,tweet.user.screen_name,tweet.user.id_str,tweet.user.url,tweet.user.followers_count,tweet.user.friends_count,tweet.user.statuses_count,tweet.user.default_profile_image,tweet.lang
0,1464744069972869127,2021-11-27 23:52:54,"@pigchampions Have you truly not heard of vax injuries?

https://t.co/N5kwhpQQLI",NJ/PA USA,False,1,jerseyinferno,21295301,,57,230,3132,False,en
1,1464742469921382408,2021-11-27 23:46:33,"@jarlenabrat The Johnson and Johnson vaccine kicked my butt, so I’m just waiting for it to hit me. Feel better, Che… https://t.co/qPBta2hqK3","Charlotte, NC via New York, NY",False,1,abetterlizard,1594340827,,1232,392,35164,False,en
2,1464741042511618052,2021-11-27 23:40:52,WHY Are We Being Trown Away From The Truth Boris Johnson Just Shuts The Doors Danger's But He Being GOD &amp; KING OF U… https://t.co/XxTqZszus5,,False,0,briancane13,1265716584263360512,,0,0,149,True,en
3,1464740686092251136,2021-11-27 23:39:27,"@exilefromgroggs @uk_domain_names If only there was a vaccine resistant strain land to ride the tea cups in 

Johnson would be all over it",,False,0,7BAMPS7,1417563575963504641,,136,418,2562,False,en
4,1464738750211239941,2021-11-27 23:31:46,"@PeterHotez @Acosta JOHANNESBURG, Nov 24 (Reuters) - South Africa has asked Johnson &amp; Johnson JNJ.N and Pfizer PFE.… https://t.co/6D1CQ7FnLT",,False,0,wang1333,1370778750,,1704,2082,38497,False,en
5,1464738641826095104,2021-11-27 23:31:20,@CBSLA Only if they could sell the vaccine to all the dumbass people like Pfizer and Johnson and Johnson and modern… https://t.co/JUvA05vDpS,,False,0,Franksag6,1455709838516764673,,1,69,247,True,en
6,1464738291073302530,2021-11-27 23:29:56,Boris Johnson -  U.K. Has Done a 'Huge Amount To Vaccine The World https://t.co/pDNx5P2sv8,USA,False,0,RealEagleNews,1442148334248947712,,3810,0,3586,False,en
7,1464738210639192072,2021-11-27 23:29:37,“I wrote a very specific proposal on what we should put in place right for the emergence of any new virus that esca… https://t.co/HhWtL1fvjy,Willingham & Over,False,1,Labour4Willing1,1428388336444575754,,29,94,131,False,en
8,1464738143379337218,2021-11-27 23:29:21,'The former head of the government’s vaccine taskforce said he could see no evidence that his blueprint for tacklin… https://t.co/b6YjGJ59Sf,Eurozone,False,29,ShShSugartown,873971275722612736,,183,704,47048,False,en
9,1464738045643526145,2021-11-27 23:28:58,@birgitomo “South Africa has asked Johnson &amp; Johnson (JNJ.N) and Pfizer (PFE.N) to delay delivery of COVID-19 vacci… https://t.co/j7V6rkv6Np,Canada,False,1,justice_ema,1299801767044022272,,235,1020,19817,False,en
